phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
AB1_STREPTSTAPHYCOCC_INOTHER	Streptococcus and staphylococcus as the cause of diseases classified to other chapters	I Certain infectious and parasitic diseases (AB1_)	195	496827	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_STREPTSTAPHYCOCC_INOTHER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_STREPTSTAPHYCOCC_INOTHER.gz
AB1_SYPHILIS	Syphilis	I Certain infectious and parasitic diseases (AB1_)	869	485458	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_SYPHILIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_SYPHILIS.gz
AB1_SYPHILIS_NOS	Other and unspecified syphilis	I Certain infectious and parasitic diseases (AB1_)	87	485458	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_SYPHILIS_NOS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_SYPHILIS_NOS.gz
AB1_TICK_BORNE_ENCEPHALITIS	Tick-borne viral encephalitis	I Certain infectious and parasitic diseases (AB1_)	122	497501	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TICK_BORNE_ENCEPHALITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TICK_BORNE_ENCEPHALITIS.gz
AB1_TOXOPLASMOSIS	Toxoplasmosis	I Certain infectious and parasitic diseases (AB1_)	199	499430	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TOXOPLASMOSIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TOXOPLASMOSIS.gz
AB1_TRICHOMONIASIS	Trichomoniasis	I Certain infectious and parasitic diseases (AB1_)	274	485458	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TRICHOMONIASIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TRICHOMONIASIS.gz
AB1_TUBERCULOSIS	Tuberculosis, wide	I Certain infectious and parasitic diseases (AB1_)	3063	497285	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TUBERCULOSIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TUBERCULOSIS.gz
AB1_TUBERCU_OTH_ORG	Tuberculosis of other organs, strict	I Certain infectious and parasitic diseases (AB1_)	881	497285	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TUBERCU_OTH_ORG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TUBERCU_OTH_ORG.gz
AB1_TULARAEMIA	Tularaemia	I Certain infectious and parasitic diseases (AB1_)	451	499698	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TULARAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TULARAEMIA.gz
AB1_TYPHOIDPARATHYPHOID	Typhoid and paratyphoid fevers	I Certain infectious and parasitic diseases (AB1_)	161	444292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TYPHOIDPARATHYPHOID.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_TYPHOIDPARATHYPHOID.gz
AB1_VARICELLA	Varicella [chickenpox]	I Certain infectious and parasitic diseases (AB1_)	1808	480316	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VARICELLA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VARICELLA.gz
AB1_VIRAAL_CONJUNCT	Viral conjunctivitis	I Certain infectious and parasitic diseases (AB1_)	766	486087	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAAL_CONJUNCT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAAL_CONJUNCT.gz
AB1_VIRAL_CNS	Viral infections of the central nervous system	I Certain infectious and parasitic diseases (AB1_)	2847	497501	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_CNS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_CNS.gz
AB1_VIRAL_ENCEPHALITIS_NOS	Viral encephalitis, not elsewhere classified/unspecified	I Certain infectious and parasitic diseases (AB1_)	704	497501	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_ENCEPHALITIS_NOS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_ENCEPHALITIS_NOS.gz
AB1_VIRAL_HEMOR_FEVER_NOS	Viral haemorrhagic fevers, not elsewhere classified/unspecified	I Certain infectious and parasitic diseases (AB1_)	3042	496577	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_HEMOR_FEVER_NOS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_HEMOR_FEVER_NOS.gz
AB1_VIRAL_HEPATITIS	Viral hepatitis	I Certain infectious and parasitic diseases (AB1_)	2776	497572	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_HEPATITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_HEPATITIS.gz
AB1_VIRAL_INOTHER	Viral agents as the cause of diseases classified to other chapters	I Certain infectious and parasitic diseases (AB1_)	752	496827	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_INOTHER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_INOTHER.gz
AB1_VIRAL_MENINGITIS	Viral meningitis	I Certain infectious and parasitic diseases (AB1_)	1386	497501	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_MENINGITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_MENINGITIS.gz
AB1_VIRAL_NOS	Other viral diseases, not elsewhere classified	I Certain infectious and parasitic diseases (AB1_)	8325	486087	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_NOS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_NOS.gz
AB1_VIRAL_OTHER_INTEST_INFECTIONS	Viral and other specified intestinal infections	I Certain infectious and parasitic diseases (AB1_)	11050	444292	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_OTHER_INTEST_INFECTIONS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_OTHER_INTEST_INFECTIONS.gz
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE	Viral infections characterized by skin and mucous membrane lesions	I Certain infectious and parasitic diseases (AB1_)	20032	480316	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_SKIN_MUCOUS_MEMBRANE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_SKIN_MUCOUS_MEMBRANE.gz
AB1_VIRAL_SKIN_NOS	Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified	I Certain infectious and parasitic diseases (AB1_)	1449	480316	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_SKIN_NOS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_SKIN_NOS.gz
AB1_VIRAL_WARTS	Viral warts	I Certain infectious and parasitic diseases (AB1_)	4044	480316	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_WARTS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAL_WARTS.gz
AB1_VIRAN_CNS_INFECTIONS_NOS	Viral infections of central nervous system, not elsewhere classified/unspecified	I Certain infectious and parasitic diseases (AB1_)	406	497501	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAN_CNS_INFECTIONS_NOS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_VIRAN_CNS_INFECTIONS_NOS.gz
AB1_WHOOPCOUGH	Whooping cough	I Certain infectious and parasitic diseases (AB1_)	222	439048	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_WHOOPCOUGH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_WHOOPCOUGH.gz
AB1_ZOONOTIC_BACTERIAL	Certain zoonotic bacterial diseases	I Certain infectious and parasitic diseases (AB1_)	650	499698	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_ZOONOTIC_BACTERIAL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_ZOONOTIC_BACTERIAL.gz
AB1_ZOSTER	Zoster [herpes zoster]	I Certain infectious and parasitic diseases (AB1_)	7132	480316	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_ZOSTER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AB1_ZOSTER.gz
ABDOM_HERNIA	Hernia of abdominal wall	XI Diseases of the digestive system (K11_)	21210	479138	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ABDOM_HERNIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ABDOM_HERNIA.gz
ABDOM_HERNIA_POSTOP	Hernia of abdominal wall, postoperative	XI Diseases of the digestive system (K11_)	8152	277113	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ABDOM_HERNIA_POSTOP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ABDOM_HERNIA_POSTOP.gz
ABPA	Allergic bronchopulmonary aspergillosis (ABPA)	COPD and related endpoints	123	180057	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ABPA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ABPA.gz
ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD	Acute drug-induced interstitial lung disorder	X Diseases of the respiratory system (J10_)	245	500103	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD.gz
AD_AM_EXMORE	Alzheimer’s disease (Atypical or mixed) (more control exclusions)	Neurological endpoints	3403	216472	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AD_AM_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AD_AM_EXMORE.gz
AD_EO_EXMORE	Alzheimer’s disease (Early onset) (more control exclusions)	Neurological endpoints	1820	216472	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AD_EO_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AD_EO_EXMORE.gz
AD_LO_EXMORE	Alzheimer’s disease (Late onset) (more control exclusions)	Neurological endpoints	9690	216472	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AD_LO_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AD_LO_EXMORE.gz
AD_U_EXMORE	Alzheimer’s disease (undefined) (more control exclusions)	Neurological endpoints	502	216472	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AD_U_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AD_U_EXMORE.gz
ALCODELIRIUM	Alcohol withdrawal state with delirium 	V Mental and behavioural disorders (F5_)	2605	497743	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ALCODELIRIUM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ALCODELIRIUM.gz
ALCOHOLACUTE10	Acute alcohol intoxication, ICD10	Alcohol related diseases	8774	489910	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ALCOHOLACUTE10.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ALCOHOLACUTE10.gz
ALCOPANCACU	Alcohol-induced acute pancreatitis	Alcohol related diseases	1286	499062	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ALCOPANCACU.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ALCOPANCACU.gz
ALCOPANCCHRON	Alcohol-induced chronic pancreatitis	Alcohol related diseases	2400	497948	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ALCOPANCCHRON.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ALCOPANCCHRON.gz
ALCO_PRESCRIPTION	Use of disulfiram, acamprosate or naltrexone	Alcohol related diseases	3513	496835	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ALCO_PRESCRIPTION.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ALCO_PRESCRIPTION.gz
ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN	Allergic contact dermatitis due to drugs in contact with skin	XII Diseases of the skin and subcutaneous tissue (L12_)	792	499556	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN.gz
ALLERG_ASTHMA	Allergic asthma (mode)	Asthma and related endpoints	13450	270290	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ALLERG_ASTHMA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ALLERG_ASTHMA.gz
ALLERG_RHINITIS	Allergic rhinitis	Comorbidities of Asthma	15569	474650	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ALLERG_RHINITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ALLERG_RHINITIS.gz
AMN2	Transient global amnesia	Neurological endpoints	3315	471699	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AMN2.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AMN2.gz
ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE	Anaphylactic shock due to adverse effect of correct drug or medication properly administered	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	407	499941	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE.gz
ANOSMIA	Anosmia	Comorbidities of Neurological endpoints	980	111976	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ANOSMIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ANOSMIA.gz
ANTIDEPRESSANTS	Depression medications	Comorbidities of Neurological endpoints	149403	111976	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ANTIDEPRESSANTS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ANTIDEPRESSANTS.gz
APPENDACUT_COMPLIC	Acute appendicitis, with complications	XI Diseases of the digestive system (K11_)	8921	458424	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_APPENDACUT_COMPLIC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_APPENDACUT_COMPLIC.gz
APPENDACUT_NOCOMPLIC	Acute appendicitis, no complications	XI Diseases of the digestive system (K11_)	30012	458424	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_APPENDACUT_NOCOMPLIC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_APPENDACUT_NOCOMPLIC.gz
ARTHRO_SPEC	Other specific arthropathies, wide	Rheuma endpoints	811	374317	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ARTHRO_SPEC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ARTHRO_SPEC.gz
ARTRHO_POSTDYSENTERIC	Postdysenteric arthropathy	Rheuma endpoints	340	497416	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ARTRHO_POSTDYSENTERIC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ARTRHO_POSTDYSENTERIC.gz
ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	Asthma-related acute respiratory infections	Asthma and related endpoints	22761	441248	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_ACUTE_RESPIRATORY_INFECTIONS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_ACUTE_RESPIRATORY_INFECTIONS.gz
ASTHMA_ALLERG	Asthma and allergy	Asthma and related endpoints	6883	267434	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_ALLERG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_ALLERG.gz
ASTHMA_CHILD_EXMORE	Childhood asthma (age<16) (more control exclusions)	Asthma and related endpoints	8402	259839	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_CHILD_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_CHILD_EXMORE.gz
ASTHMA_EOSINOPHIL_SUGG	Suggestive for eosinophilic asthma	Comorbidities of Asthma	3565	441248	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_EOSINOPHIL_SUGG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_EOSINOPHIL_SUGG.gz
ASTHMA_INFECTIONS	Asthma-related infections	Asthma and related endpoints	31090	441248	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_INFECTIONS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_INFECTIONS.gz
ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more control exclusions)	Asthma and related endpoints	2407	259839	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_MIXED_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_MIXED_EXMORE.gz
ASTHMA_NAS	Asthma, unspecified (mode)	Asthma and related endpoints	30770	270290	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_NAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_NAS.gz
ASTHMA_OBESITY	Obesity related asthma	Comorbidities of Asthma	15107	441248	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_OBESITY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_OBESITY.gz
ASTHMA_OPPORTUNIST_INFECTIONS	Asthma and opportunity respiratory infection	Asthma and related endpoints	1606	441248	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_OPPORTUNIST_INFECTIONS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_OPPORTUNIST_INFECTIONS.gz
ASTHMA_PNEUMONIA	Asthma-related pneumonia	Asthma and related endpoints	16964	441248	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_PNEUMONIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ASTHMA_PNEUMONIA.gz
AUD	Alcohol use disorder, ICD-based	V Mental and behavioural disorders (F5_)	20597	479751	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AUD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AUD.gz
AUD_SWEDISH	Alcohol use disorder, Swedish definition	Alcohol related diseases	28861	471487	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AUD_SWEDISH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AUD_SWEDISH.gz
AUTOHEP	Autoimmune hepatitis	XI Diseases of the digestive system (K11_)	264	372273	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AUTOHEP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AUTOHEP.gz
AUTOIMMUNE	Autoimmune diseases	Diseases marked as autimmune origin	128075	372273	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AUTOIMMUNE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AUTOIMMUNE.gz
AUTOIMMUNE_HYPERTHYROIDISM	Autoimmune hyperthyroidism	IV Endocrine, nutritional and metabolic diseases (E4_)	2469	370637	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AUTOIMMUNE_HYPERTHYROIDISM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AUTOIMMUNE_HYPERTHYROIDISM.gz
AUTOIMMUNE_NONTHYROID	Autoimmune diseases excluding thyroid diseases	Diseases marked as autimmune origin	70570	371089	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_AUTOIMMUNE_NONTHYROID.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AUTOIMMUNE_NONTHYROID.gz
BACT_INTEST_INFECTION_NOS	Other specified/unspecified bacterial intestinal infections	I Certain infectious and parasitic diseases (AB1_)	2356	492689	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_BACT_INTEST_INFECTION_NOS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_BACT_INTEST_INFECTION_NOS.gz
BLEEDING	Bleeding	Miscellaneous, not yet classified endpoints	49027	451321	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_BLEEDING.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_BLEEDING.gz
BMI_IRN	Body-mass index, inverse-rank normalized	Quantitative endpoints	500348	0	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_BMI_IRN.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_BMI_IRN.gz
BRONCHITIS	Bronchitis	Asthma and related endpoints	77621	422727	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_BRONCHITIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_BRONCHITIS.gz
C3_ADRENAL_GLAND_EXALLC	Malignant neoplasm of adrenal gland, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	242	378749	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_C3_ADRENAL_GLAND_EXALLC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_ADRENAL_GLAND_EXALLC.gz
